CONCEPT				POLARITY		INTENSITY
mugger				negative		-0.566
mugger_toad			negative		-0.576
mui_choy			positive		0.62
muka_blank			negative		-0.648
muka_chee_bye			negative		-0.6
muka_crap			negative		-0.581
muka_lan_jiao			negative		-0.631
muka_pecah			negative		-0.609
muka_scrap			negative		-0.612
muka_stoink			negative		-0.636
muka_stone			negative		-0.556
muka_tebal			negative		-0.561
muka_tembok			negative		-0.559
multi-colored_shaved_ice	positive		0.659
multi-colored_syrup		positive		0.522
multi-coloured			positive		0.537
multi-cultural			positive		0.619
multi-flavored			positive		0.53
multi-layered			positive		0.582
multi-layered_cake		positive		0.586
multi-shaped			positive		0.629
multitask			positive		0.625
mulut_berat			negative		-0.531
mulut_besar			negative		-0.577
mulut_buih			negative		-0.524
mulut_chee_bye			negative		-0.595
mulut_itchy			negative		-0.576
mulut_laser			negative		-0.591
mulut_murai			negative		-0.61
mulut_no_insurance		negative		-0.588
mulut_no_insurans		negative		-0.561
mulut_tak_ada_insurance		negative		-0.548
mulut_tak_ada_insurans		negative		-0.615
mulut_takda_insurance		negative		-0.547
mulut_takda_insurans		negative		-0.618
mulut_tempayan			negative		-0.662
mummy_jarum			negative		-0.544
mundachi			negative		-0.601
mundam				negative		-0.615
mundane				negative		-0.565
mung_bean			positive		0.53
mung_bean_flour			positive		0.498
mung_bean_paste			positive		0.595
mungsat				negative		-0.564
municipal_office		negative		-0.521
munjen				negative		-0.581
muntah_blood			negative		-0.515
muntah_darah			negative		-0.532
muppet				negative		-0.578
murah				positive		0.588
murah_hati			positive		0.558
murah_ppl			negative		-0.482
murah_rezeki			positive		0.544
murder				negative		-0.482
murtabak			positive		0.531
murukku				positive		0.506
muruku_ikan			positive		0.614
muscular			positive		0.553
mushroom			positive		0.517
mushroom_egg_prata		positive		0.612
mushroom_prata			positive		0.556
musibot				negative		-0.478
musibut				negative		-0.635
music_genre			positive		0.652
muskmelon			positive		0.569
muslim				positive		0.601
muslim_celebration		positive		0.525
muslim_female			positive		0.587
mussel				positive		0.535
musty				negative		-0.593
mute				negative		-0.514
mutt				negative		-0.584
mutton				positive		0.57
mutton_bone			positive		0.544
mutton_rendang			positive		0.586
mutton_stock			positive		0.544
my_foot				negative		-0.515
mythical_creature		negative		-0.58
mythology			positive		0.495
na_beh				negative		-0.567
na_bu				negative		-0.629
naan				positive		0.548
naataa				negative		-0.593
naataan				negative		-0.555
naayi				negative		-0.598
nabedous			negative		-0.605
nabeh				negative		-0.506
nag				negative		-0.531
nagging				negative		-0.579
naggy				negative		-0.587
nah_beh				negative		-0.57
naik_angin			negative		-0.57
naik_darah			negative		-0.599
naik_hantu			negative		-0.56
naive				negative		-0.547
nam_yu				positive		0.593
namaste				positive		0.539
name-calling			negative		-0.602
nangka_busuk			negative		-0.561
nanny_nanny_boo_boo		negative		-0.582
nanyang_roast			positive		0.556
nanyang_technological_university	negative		-0.495
nao_hiah			negative		-0.552
nap				positive		0.632
narcissistic			negative		-0.607
narcotic			negative		-0.554
narcotics			negative		-0.625
nasally_voice			negative		-0.585
nasi				positive		0.583
nasi_ambang			positive		0.59
nasi_ayam			positive		0.56
nasi_ayam_penyek		positive		0.53
nasi_ayam_penyet		positive		0.586
nasi_ayam_sambal		positive		0.607
nasi_bryani			positive		0.614
nasi_bukhari			positive		0.648
nasi_campur			positive		0.619
nasi_goreng			positive		0.532
nasi_goreng_istimewa		positive		0.51
nasi_goreng_pattaya		positive		0.594
nasi_impit			positive		0.613
nasi_jagung			positive		0.573
nasi_jenganan			positive		0.554
nasi_kandar			positive		0.567
nasi_kerabu			positive		0.58
nasi_kuning			positive		0.582
nasi_kunyit			positive		0.611
nasi_lemak			positive		0.56
nasi_minyak			positive		0.584
nasi_nenas			positive		0.534
nasi_padang			positive		0.537
nasi_paprik			positive		0.65
nasi_putih			positive		0.541
nasi_rawan			positive		0.573
nasi_rawon			positive		0.628
nasi_sambal_goreng		positive		0.499
nasi_tomato			positive		0.576
nasi_ulam			positive		0.568
nasty				negative		-0.599
nation_builder			positive		0.524
national_dish			positive		0.513
national_service		negative		-0.524
national_servicemen		positive		0.605
nato				negative		-0.573
naughty				negative		-0.627
naughty_children		negative		-0.567
nauseating			negative		-0.593
nauseous			negative		-0.19
navigation_exercise		positive		0.577
nbab				negative		-0.553
ncac				negative		-0.539
neat				positive		0.522
necroing			negative		-0.568
need_evidence			negative		-0.554
needlessly_hardworking		negative		-0.551
needy				negative		-0.508
negative_comment		negative		-0.63
negative_influence		negative		-0.609
neglect_work			negative		-0.513
neglected			negative		-0.534
negotiate			positive		0.583
neh_neh				negative		-0.602
neh_neh_ni_boo_boo		negative		-0.541
neh_neh_pok			negative		-0.624
neighborhood			positive		0.574
neighborhood_game		positive		0.615
neighbourhood			positive		0.566
neon-colored			positive		0.599
nerdy				negative		-0.61
nervous				negative		-0.617
nescafe_coffee			positive		0.566
neslo				positive		0.566
neslo_dinosaur			positive		0.516
neslo_godzilla			positive		0.572
netizen				negative		-0.63
neutral_favor			positive		0.655
never_eat_rice			negative		-0.522
never_say_early_early		negative		-0.539
never_see_before_ah		negative		-0.574
never_see_before_is_it		negative		-0.6
nevermind			positive		0.51
new				positive		0.549
new_bird			negative		-0.607
new_rich			negative		-0.589
new_variety			positive		0.528
newbie				negative		-0.492
neyi				negative		-0.582
ngam_ngam			positive		0.628
ngeow				negative		-0.56
ngo_hiang			positive		0.589
nhah				negative		-0.564
ni_hao				positive		0.556
ni_na_beh			negative		-0.621
ni_na_bu			negative		-0.552
ni_nao_hiah			negative		-0.524
ni_ni				positive		0.611
nian_gao			positive		0.565
niang_niang_qiang		negative		-0.514
nice				positive		0.552
nice_booty			positive		0.494
nice_drink			positive		0.484
nice_guy			positive		0.492
nice_smile			positive		0.529
nice_sounding			positive		0.596
night_market			positive		0.62
nightmare			negative		-0.518
nin_ko				positive		0.563
nine				negative		-0.518
nine_emperor_gods		positive		0.525
ninja_van			positive		0.649
nipples				negative		-0.256
nitpick				negative		-0.591
nitpicky			negative		-0.56
nlal				negative		-0.544
nng_ka_peng			negative		-0.572
no_action_talk_only		negative		-0.573
no_balls			negative		-0.576
no_big_deal			positive		0.517
no_big_no_small			negative		-0.565
no_biggie			positive		0.517
no_bodek			negative		-0.623
no_brain			negative		-0.505
no_choice			negative		-0.502
no_chois			negative		-0.607
no_effect			negative		-0.561
no_effort			negative		-0.529
no_exception			negative		-0.616
no_excuse			negative		-0.601
no_face				negative		-0.622
no_filing			positive		0.627
no_filter			negative		-0.534
no_fish_prawn_also_can		negative		-0.582
no_fish_prawn_oso_can		negative		-0.523
no_gahmen			positive		0.58
no_government			positive		0.624
no_head_no_tail			negative		-0.556
no_heart			negative		-0.583
no_horse_run			positive		0.639
no_life				negative		-0.556
no_link				negative		-0.536
no_luck				negative		-0.509
no_mi_fan			positive		0.582
no_money			negative		-0.553
no_money_no_honey_nobody_love_me	negative		-0.579
no_otak				negative		-0.623
no_pic_no_talk			negative		-0.55
no_picture_no_talk		negative		-0.554
no_plan				negative		-0.565
no_problem			positive		0.582
no_promotion			negative		-0.497
no_reply			negative		-0.61
no_rule				positive		0.624
no_rules			positive		0.53
no_shame			negative		-0.506
no_show				negative		-0.526
no_sound_no_pic			negative		-0.486
no_sound_no_picture		negative		-0.526
no_speeyak			negative		-0.521
no_standard			negative		-0.514
no_sugar			positive		0.627
no_tension			positive		0.552
no_thanks			negative		-0.625
no_worries			positive		0.507
noise				negative		-0.53
noisy				negative		-0.564
non-allergic			negative		-0.474
non_commissioned		positive		0.502
non_fizzy			positive		0.57
nonchalance			negative		-0.545
nonchalant			negative		-0.537
nonsens				negative		-0.559
nonsense			negative		-0.571
nonsensical			negative		-0.559
nonsentical			negative		-0.582
noob				negative		-0.492
noodle-like			positive		0.545
noodle_soup			positive		0.526
noodles				positive		0.586
nor_mai_gai			positive		0.519
normal_life			positive		0.584
north_indian			negative		-0.582
nose-picking			negative		-0.587
not_beng_act_beng		negative		-0.553
not_chio_act_chio		negative		-0.585
not_cool_act_cool		negative		-0.539
not_cute_act_cute		negative		-0.562
not_handsome_act_handsome	negative		-0.564
not_hensem_act_hensem		negative		-0.527
not_lian_act_lian		negative		-0.544
not_making			negative		-0.578
not_naise_act_naise		negative		-0.57
not_nice_act_nice		negative		-0.475
not_pretty_act_pretty		negative		-0.554
not_rich_act_rich		negative		-0.616
not_serious			negative		-0.535
not_shuai_act_shuai		negative		-0.619
not_smart_act_smart		negative		-0.646
not_tall_act_tall		negative		-0.569
not_worth			negative		-0.603
nothing_serious			positive		0.556
notification_letter		negative		-0.506
nourishing_broth		positive		0.533
novel				positive		0.549
novice				negative		-0.523
nrar				negative		-0.616
nsas				negative		-0.619
ntat				negative		-0.569
nu_qiang_ren			positive		0.644
nua				positive		0.648
nude				negative		-0.239
nugget				positive		0.59
nuisance			negative		-0.639
nullify				negative		-0.628
nurse				positive		0.614
nut				positive		0.525
nutmeg				positive		0.61
nuts				positive		0.57
nyanyi_sumbang			negative		-0.53
nyonya_kebaya			positive		0.509
nyonya_kuih			positive		0.522
nyonya_laksa			positive		0.608
oath				positive		0.596
oatmeal_coating			positive		0.554
oatmeal_mexico			positive		0.554
ob_marker			negative		-0.573
obasan				negative		-0.511
obiang				negative		-0.53
oblation			positive		0.59
obligation			negative		-0.264
oblivious			negative		-0.498
oblong_shape			positive		0.612
obscene				negative		-0.514
obsequious			negative		-0.582
obsessed			negative		-0.625
obsessive			negative		-0.591
obstinate			negative		-0.552
obstruct			negative		-0.549
obvious_answer			negative		-0.557
occifer				negative		-0.516
occupied			negative		-0.595
octopus				positive		0.555
odd_one_out			negative		-0.551
off_beat			negative		-0.611
off_beat_cha_cha		negative		-0.601
off_duty			positive		0.535
offal				positive		0.571
offence				negative		-0.557
offended			negative		-0.509
offense				negative		-0.482
offensive			negative		-0.553
offer_help			positive		0.588
offer_ride			positive		0.553
offering			positive		0.563
office_lady			positive		0.517
office_politics			negative		-0.632
officer				positive		0.502
officer_vetti			negative		-0.59
offshore_island			negative		-0.495
often_hang_out			negative		-0.654
oh_my_god			negative		-0.607
oh_my_tian			negative		-0.57
oi				negative		-0.548
okay				positive		0.583
old				positive		0.582
old-fashioned			negative		-0.568
old_bachelor			negative		-0.581
old_bird			positive		0.581
old_enough			negative		-0.603
old_fashioned			negative		-0.588
old_footwear			negative		-0.572
old_friend			positive		0.618
old_generation			negative		-0.526
old_hag				negative		-0.584
old_man				negative		-0.567
old_mindset			negative		-0.562
old_topic			negative		-0.568
old_woman			negative		-0.584
olden_days			positive		0.549
older_male			positive		0.514
ombodhu				negative		-0.518
omelet				positive		0.579
omelet_wrap			positive		0.567
on				positive		0.58
on_charge			negative		-0.557
on_guard			negative		-0.598
on_off				negative		-0.611
on_the_ball			positive		0.535
on_the_wrong_ball		negative		-0.553
ondeh_ondeh			positive		0.548
one_kind			negative		-0.522
one_leg_kick			positive		0.619
one_sided			negative		-0.564
one_sided_love			negative		-0.619
ong_heng_huat			positive		0.62
ong_heng_huat_ah		positive		0.63
onion				positive		0.554
onion_prata			positive		0.594
online_community		positive		0.52
online_critic			negative		-0.63
online_user			negative		-0.6
only_choice			negative		-0.607
ons				positive		0.583
ooh				positive		0.518
ooh_ngya_boh			negative		-0.522
ooh_say				positive		0.574
ooh_ya_boh			negative		-0.621
opeh				positive		0.564
open_minded			positive		0.582
open_one_eye_close_one_eye	positive		0.546
opera				positive		0.495
oppa				positive		0.514
oppies				negative		-0.618
opportunistic			negative		-0.527
opportunistic_immigrant		negative		-0.556
opportunity			positive		0.503
oppose				negative		-0.517
opposition_party		negative		-0.618
oppressed			negative		-0.522
oppressive			negative		-0.566
optimistic			positive		0.518
or_che				negative		-0.6
or_kwee_keng			negative		-0.636
or_kwee_poh			negative		-0.559
or_kwee_tau			negative		-0.569
or_sia_hui			negative		-0.57
orang_china_bukan_china		negative		-0.569
orang_cina_bukan_cina		negative		-0.609
orang_putih			negative		-0.518
orange-coloured			positive		0.492
orange_fruit			positive		0.551
orbi				negative		-0.528
orbi_good			negative		-0.485
orbi_quek			negative		-0.538
orbit				negative		-0.63
ord				positive		0.577
ord_loh				positive		0.629
ord_mood			positive		0.572
ordeal				negative		-0.572
order				negative		-0.568
orderly				positive		0.625
ordinary_singaporean		positive		0.566
oreo_coating			positive		0.569
oreo_mexico			positive		0.569
organized			positive		0.625
organized_crime			negative		-0.52
orgas				positive		0.581
orgasmic			positive		0.555
orh_chee_bye			positive		0.595
orh_gao				positive		0.554
orh_hoh				negative		-0.511
orh_pee_sai			negative		-0.587
orjian				positive		0.579
orluak				positive		0.633
orni				positive		0.588
ostentatious			negative		-0.589
otah				positive		0.554
otah_otah			positive		0.566
otak_crack			negative		-0.587
otak_geliga			positive		0.509
otak_gila			negative		-0.61
otak_kacang			negative		-0.509
otak_kolot			negative		-0.591
otak_kosong			negative		-0.563
otak_kotor			negative		-0.514
otak_kuning			negative		-0.501
otak_lu				negative		-0.564
otak_senget			negative		-0.615
otak_sod			negative		-0.648
otak_udang			negative		-0.602
otak_yellow			negative		-0.591
otak_you			negative		-0.547
otang				negative		-0.626
otherwise			negative		-0.608
out_of_business			negative		-0.553
out_of_tune			negative		-0.259
outcast				negative		-0.539
outcaste			negative		-0.542
outdated			negative		-0.531
outdated_fashion		negative		-0.511
outdoor				positive		0.629
outdoor_event			positive		0.605
outfield_training		negative		-0.578
outgroup			negative		-0.582
outing				positive		0.557
outnumbered			negative		-0.59
outrage				negative		-0.6
outrageous_request		negative		-0.54
outside_food			positive		0.501
outsider			negative		-0.604
outstanding			positive		0.579
oval-shaped			positive		0.529
over				negative		-0.5
over-cautious			negative		-0.558
over-control			negative		-0.573
over-pamper			negative		-0.506
over-think			negative		-0.549
over_eating			negative		-0.618
